customer_id,gender,senior_citizen,tenure,contract,payment_method,monthly_charges,total_charges,internet_service,tech_support,online_security,paperless_billing,churn
CF-10596,Female,0,42,One year,Credit card,87.94,3919.06,Fiber optic,Yes,No,Yes,0
CF-10597,Female,0,56,Month-to-month,Bank transfer,28.59,1435.91,No,Yes,No,Yes,0
CF-10598,Female,0,45,One year,Electronic check,88.22,4035.25,Fiber optic,Yes,No,No,0
CF-10599,Female,0,46,One year,Credit card,84.77,3773.74,Fiber optic,Yes,No,Yes,0
CF-10600,Female,0,44,One year,Bank transfer,89.91,3688.44,Fiber optic,Yes,No,No,0
CF-10601,Male,0,56,One year,Bank transfer,55.69,3456.44,DSL,Yes,Yes,Yes,0
CF-10602,Female,0,53,Month-to-month,Electronic check,81.96,4051.67,Fiber optic,Yes,No,No,1
CF-10603,Female,0,9,One year,Electronic check,35.77,296.88,DSL,Yes,Yes,No,0
CF-10604,Female,1,60,One year,Bank transfer,51.74,3038.53,DSL,No,Yes,Yes,1
CF-10605,Male,0,39,One year,Mailed check,50.64,1864.14,DSL,Yes,No,No,0
CF-10606,Female,1,23,Month-to-month,Bank transfer,85.0,1936.2,Fiber optic,No,Yes,Yes,1
CF-10607,Female,0,37,Month-to-month,Mailed check,89.34,3303.35,Fiber optic,Yes,No,Yes,1
CF-10608,Male,0,70,Month-to-month,Mailed check,50.87,3575.43,DSL,Yes,No,Yes,1
CF-10609,Male,0,62,Month-to-month,Electronic check,94.21,5739.19,Fiber optic,Yes,Yes,No,1
CF-10610,Male,0,60,Month-to-month,Electronic check,48.84,2777.64,DSL,No,Yes,Yes,0
CF-10611,Male,0,33,Month-to-month,Electronic check,86.47,2935.13,Fiber optic,Yes,No,Yes,0
CF-10612,Female,1,57,One year,Credit card,45.76,2564.76,DSL,No,No,No,0
CF-10613,Female,1,28,Month-to-month,Mailed check,100.15,2692.77,Fiber optic,Yes,Yes,No,1
CF-10614,Male,0,50,Two year,Credit card,40.58,2188.88,DSL,No,No,Yes,0
CF-10615,Male,0,46,Month-to-month,Bank transfer,82.1,3711.35,Fiber optic,Yes,No,Yes,1
CF-10616,Male,0,18,One year,Bank transfer,42.86,814.31,DSL,Yes,No,Yes,0
CF-10617,Male,0,19,Month-to-month,Mailed check,84.54,1708.43,Fiber optic,No,Yes,Yes,0
CF-10618,Female,0,4,Month-to-month,Credit card,24.76,105.7,No,Yes,No,No,1
CF-10619,Male,0,10,One year,Credit card,49.77,513.36,DSL,Yes,No,No,1
CF-10620,Male,0,31,Two year,Bank transfer,73.35,2251.03,Fiber optic,No,Yes,Yes,0
CF-10621,Male,0,34,Month-to-month,Electronic check,85.56,2868.77,Fiber optic,Yes,No,Yes,1
CF-10622,Female,0,12,Month-to-month,Bank transfer,73.74,863.07,Fiber optic,Yes,No,Yes,1
CF-10623,Male,0,30,One year,Electronic check,64.81,1672.07,Fiber optic,Yes,No,Yes,0
CF-10624,Male,0,44,One year,Electronic check,89.12,4051.19,Fiber optic,Yes,No,Yes,0
CF-10625,Female,0,16,Month-to-month,Bank transfer,18.0,289.34,No,No,No,Yes,0
CF-10626,Female,0,24,Month-to-month,Credit card,54.69,1364.45,DSL,No,No,Yes,1
CF-10627,Female,0,26,Month-to-month,Electronic check,92.03,2352.05,Fiber optic,No,No,Yes,0
CF-10628,Male,1,36,Two year,Electronic check,52.52,1947.23,DSL,Yes,Yes,No,0
CF-10629,Female,0,26,Month-to-month,Credit card,89.7,2116.12,Fiber optic,No,Yes,No,0
CF-10630,Male,1,53,Month-to-month,Electronic check,22.78,1110.56,No,No,Yes,Yes,0
CF-10631,Female,0,23,Two year,Electronic check,99.39,1923.48,Fiber optic,Yes,No,Yes,0
CF-10632,Female,0,31,Month-to-month,Bank transfer,42.89,1305.58,DSL,No,Yes,No,1
CF-10633,Male,0,27,Month-to-month,Credit card,25.72,655.31,DSL,No,No,Yes,0
CF-10634,Male,0,13,Month-to-month,Mailed check,77.28,940.14,Fiber optic,No,No,No,1
CF-10635,Male,0,50,Month-to-month,Mailed check,100.37,5069.08,Fiber optic,Yes,Yes,Yes,1
CF-10636,Female,0,17,Month-to-month,Electronic check,89.81,1472.52,Fiber optic,Yes,No,No,1
CF-10637,Female,0,21,Month-to-month,Electronic check,18.36,348.55,No,No,No,Yes,1
CF-10638,Female,0,57,One year,Bank transfer,49.96,3254.05,DSL,No,Yes,No,0
CF-10639,Female,0,69,One year,Credit card,62.74,4276.16,DSL,Yes,Yes,Yes,0
CF-10640,Female,0,48,Month-to-month,Electronic check,53.23,2363.44,DSL,Yes,Yes,No,0
CF-10641,Female,0,66,One year,Electronic check,70.64,4428.24,DSL,No,Yes,Yes,0
CF-10642,Female,1,62,Month-to-month,Electronic check,49.34,2996.71,DSL,Yes,Yes,Yes,0
CF-10643,Female,0,35,Two year,Electronic check,63.02,2160.45,DSL,Yes,No,No,0
CF-10644,Female,0,56,Month-to-month,Electronic check,53.86,3221.65,DSL,No,Yes,Yes,0
CF-10645,Male,0,23,One year,Electronic check,78.7,1783.37,Fiber optic,Yes,Yes,Yes,0
CF-10646,Male,0,33,Month-to-month,Bank transfer,26.18,951.47,No,Yes,Yes,Yes,0
CF-10647,Female,0,39,One year,Electronic check,94.16,3540.24,Fiber optic,Yes,Yes,No,0
CF-10648,Female,0,70,Month-to-month,Bank transfer,79.3,5637.52,Fiber optic,No,No,No,0
CF-10649,Male,1,61,One year,Mailed check,57.04,3658.0,DSL,Yes,Yes,Yes,0
CF-10650,Female,1,35,Month-to-month,Credit card,63.28,2351.47,Fiber optic,No,Yes,No,1
CF-10651,Male,0,47,Two year,Credit card,83.9,4214.25,Fiber optic,No,No,No,0
CF-10652,Male,1,14,Month-to-month,Mailed check,80.59,1098.56,Fiber optic,No,No,No,1
CF-10653,Male,0,58,One year,Electronic check,46.42,2664.55,DSL,No,No,Yes,0
CF-10654,Female,1,40,Two year,Bank transfer,26.25,883.3,No,No,No,Yes,0
CF-10655,Male,0,38,Two year,Electronic check,81.32,3022.92,Fiber optic,Yes,No,Yes,0
CF-10656,Male,1,55,Month-to-month,Electronic check,72.67,4218.58,Fiber optic,No,No,Yes,1
CF-10657,Male,0,46,Month-to-month,Electronic check,44.82,2152.04,DSL,No,No,Yes,1
CF-10658,Female,0,5,Month-to-month,Credit card,18.82,92.67,No,No,Yes,No,1
CF-10659,Female,1,21,Month-to-month,Electronic check,104.62,2399.03,Fiber optic,Yes,No,No,1
CF-10660,Female,0,12,One year,Mailed check,38.21,443.37,No,Yes,No,No,0
CF-10661,Female,0,53,Two year,Mailed check,18.0,903.47,No,No,No,Yes,0
CF-10662,Male,0,2,Two year,Bank transfer,103.33,198.79,Fiber optic,Yes,No,Yes,0
CF-10663,Female,0,14,Month-to-month,Electronic check,43.1,556.73,DSL,No,No,No,1
CF-10664,Female,0,43,One year,Credit card,54.27,2397.42,DSL,Yes,Yes,Yes,0
CF-10665,Female,0,50,Two year,Bank transfer,55.08,2774.13,DSL,No,No,No,1
CF-10666,Female,0,36,Two year,Mailed check,60.27,2227.43,Fiber optic,No,Yes,Yes,0
CF-10667,Female,0,62,Month-to-month,Mailed check,44.87,2684.96,DSL,No,No,Yes,0
CF-10668,Male,0,67,Month-to-month,Credit card,48.84,3228.16,DSL,Yes,No,No,1
CF-10669,Male,1,9,Two year,Bank transfer,48.85,377.79,DSL,No,Yes,No,1
CF-10670,Male,0,69,Month-to-month,Mailed check,33.33,2328.69,No,Yes,Yes,Yes,0
CF-10671,Female,0,44,Month-to-month,Mailed check,53.3,2335.66,DSL,Yes,Yes,No,0
CF-10672,Male,0,46,Two year,Electronic check,45.89,1950.44,DSL,No,No,Yes,0
CF-10673,Female,1,6,Two year,Electronic check,32.59,192.36,No,No,No,Yes,1
CF-10674,Female,0,45,Two year,Electronic check,80.71,3539.44,Fiber optic,No,No,Yes,0
CF-10675,Female,0,52,Two year,Electronic check,85.37,4864.78,Fiber optic,Yes,Yes,No,0
CF-10676,Female,1,42,Month-to-month,Electronic check,79.33,3086.41,Fiber optic,No,No,No,1
CF-10677,Female,0,6,Month-to-month,Credit card,39.52,239.46,No,No,No,Yes,1
CF-10678,Female,0,38,Month-to-month,Credit card,86.55,3040.77,Fiber optic,Yes,Yes,No,0
CF-10679,Male,0,68,One year,Credit card,42.37,2755.91,DSL,No,Yes,No,0
CF-10680,Female,0,52,Month-to-month,Bank transfer,60.82,3183.54,Fiber optic,No,No,Yes,1
CF-10681,Female,0,10,One year,Bank transfer,65.09,636.14,Fiber optic,No,Yes,Yes,0
CF-10682,Female,0,70,Month-to-month,Electronic check,42.8,2964.96,DSL,No,Yes,Yes,1
CF-10683,Female,1,69,One year,Bank transfer,77.02,5367.33,Fiber optic,No,Yes,Yes,0
CF-10684,Male,0,12,Month-to-month,Electronic check,25.0,288.11,No,Yes,Yes,No,1
CF-10685,Female,0,58,Month-to-month,Mailed check,88.16,5333.4,Fiber optic,Yes,Yes,No,0
CF-10686,Male,0,29,Month-to-month,Credit card,18.0,507.21,No,No,Yes,Yes,1
CF-10687,Male,0,43,Month-to-month,Credit card,69.77,2952.55,Fiber optic,No,No,Yes,1
CF-10688,Female,0,32,Two year,Electronic check,28.51,922.97,No,No,No,Yes,0
CF-10689,Female,0,57,Month-to-month,Bank transfer,59.32,3393.48,DSL,No,Yes,Yes,0
CF-10690,Female,0,72,Month-to-month,Electronic check,68.04,5039.25,Fiber optic,No,No,Yes,0
CF-10691,Male,1,58,One year,Electronic check,87.19,5102.62,Fiber optic,Yes,No,Yes,0
CF-10692,Female,0,67,One year,Electronic check,60.85,4150.91,Fiber optic,No,Yes,Yes,0
CF-10693,Male,0,69,Month-to-month,Electronic check,33.73,2258.66,DSL,No,Yes,Yes,1
CF-10694,Female,0,6,Month-to-month,Bank transfer,41.7,231.65,DSL,No,Yes,Yes,1
CF-10695,Female,0,18,Month-to-month,Mailed check,95.21,1549.84,Fiber optic,Yes,No,Yes,0
CF-10696,Male,0,52,One year,Electronic check,46.99,2174.1,DSL,Yes,No,Yes,0
CF-10697,Female,0,43,Month-to-month,Credit card,46.66,2198.52,DSL,Yes,Yes,Yes,0
CF-10698,Male,0,3,Month-to-month,Mailed check,47.32,121.69,DSL,No,No,Yes,1
CF-10699,Male,0,6,Month-to-month,Mailed check,47.33,301.48,DSL,No,No,Yes,1
CF-10700,Female,0,37,One year,Mailed check,46.93,1633.52,DSL,Yes,Yes,No,0
CF-10701,Female,0,44,Month-to-month,Mailed check,64.88,3029.39,DSL,No,No,Yes,0
CF-10702,Female,0,12,Two year,Mailed check,20.61,212.16,No,No,No,Yes,0
CF-10703,Male,0,12,Month-to-month,Bank transfer,86.02,1007.36,Fiber optic,Yes,No,Yes,1
CF-10704,Female,0,9,One year,Credit card,74.38,721.13,Fiber optic,No,No,Yes,1
CF-10705,Male,0,41,Month-to-month,Electronic check,81.96,3470.55,Fiber optic,No,No,Yes,1
CF-10706,Male,0,0,Month-to-month,Mailed check,65.11,63.14,DSL,Yes,Yes,No,1
CF-10707,Female,1,41,Month-to-month,Electronic check,92.97,3329.28,Fiber optic,No,Yes,No,1
CF-10708,Female,1,34,Two year,Credit card,18.0,557.32,No,No,No,Yes,0
CF-10709,Female,1,34,Two year,Electronic check,63.91,2332.32,DSL,Yes,Yes,Yes,0
CF-10710,Male,0,49,Month-to-month,Electronic check,58.95,2799.31,DSL,Yes,No,No,1
CF-10711,Male,0,38,Month-to-month,Credit card,55.77,2088.93,DSL,No,Yes,Yes,0
CF-10712,Female,0,53,Two year,Bank transfer,84.17,4492.29,Fiber optic,Yes,No,Yes,0
CF-10713,Male,0,55,Month-to-month,Electronic check,45.32,2272.83,DSL,No,No,No,0
CF-10714,Male,0,67,Month-to-month,Electronic check,86.42,5873.73,Fiber optic,No,Yes,Yes,1
CF-10715,Female,0,58,Month-to-month,Mailed check,55.59,3110.8,DSL,No,No,Yes,0
CF-10716,Male,0,37,One year,Credit card,37.09,1382.79,No,No,Yes,Yes,0
CF-10717,Male,0,35,One year,Mailed check,48.79,1631.35,DSL,No,No,Yes,1
CF-10718,Male,1,17,One year,Electronic check,22.04,335.57,No,No,No,No,1
CF-10719,Female,0,43,Two year,Mailed check,55.86,2316.37,Fiber optic,No,No,Yes,0
CF-10720,Female,0,10,Month-to-month,Mailed check,39.5,406.24,DSL,Yes,No,Yes,0
CF-10721,Male,0,67,Month-to-month,Electronic check,50.45,3426.27,DSL,Yes,No,Yes,0
CF-10722,Male,0,61,Month-to-month,Credit card,44.09,2667.59,DSL,Yes,No,Yes,0
CF-10723,Male,1,8,Month-to-month,Electronic check,92.33,771.06,Fiber optic,Yes,Yes,Yes,1
CF-10724,Female,1,57,Month-to-month,Credit card,73.21,4080.26,Fiber optic,Yes,No,Yes,1
CF-10725,Female,0,8,Month-to-month,Credit card,49.49,393.3,DSL,Yes,No,Yes,1
CF-10726,Male,0,52,Month-to-month,Electronic check,80.84,4040.64,Fiber optic,Yes,Yes,Yes,0
CF-10727,Female,0,6,One year,Bank transfer,64.84,407.48,DSL,Yes,No,No,1
CF-10728,Male,0,35,Month-to-month,Bank transfer,18.0,634.72,No,No,Yes,Yes,0
CF-10729,Female,0,48,Month-to-month,Bank transfer,27.07,1242.95,No,No,No,No,0
CF-10730,Female,0,53,One year,Bank transfer,79.76,3807.33,Fiber optic,No,Yes,Yes,0
CF-10731,Male,0,30,One year,Electronic check,31.13,986.48,No,No,No,Yes,1
CF-10732,Female,0,67,One year,Electronic check,85.65,5424.97,Fiber optic,No,Yes,No,0
CF-10733,Female,0,56,Two year,Bank transfer,46.7,2600.36,DSL,No,No,No,0
CF-10734,Male,0,15,One year,Electronic check,18.0,305.41,No,Yes,Yes,Yes,0
CF-10735,Female,0,48,Month-to-month,Electronic check,75.91,3782.47,Fiber optic,No,No,Yes,0
CF-10736,Male,0,53,Month-to-month,Mailed check,84.82,4885.08,Fiber optic,Yes,No,No,0
CF-10737,Male,0,24,One year,Electronic check,80.57,1851.91,Fiber optic,No,No,Yes,0
CF-10738,Female,0,53,Month-to-month,Bank transfer,40.36,2255.14,DSL,No,Yes,Yes,1
CF-10739,Female,0,65,Month-to-month,Credit card,64.27,4142.46,DSL,Yes,Yes,Yes,0
CF-10740,Male,0,59,Month-to-month,Credit card,78.12,4664.21,Fiber optic,No,Yes,No,0
CF-10741,Female,0,55,Month-to-month,Electronic check,76.72,4689.03,Fiber optic,Yes,No,Yes,0
CF-10742,Female,0,46,Month-to-month,Mailed check,49.88,2233.17,DSL,Yes,Yes,Yes,1
CF-10743,Male,0,19,Month-to-month,Credit card,102.36,1927.64,Fiber optic,Yes,No,No,0
CF-10744,Female,0,58,Two year,Mailed check,59.98,3255.52,DSL,Yes,Yes,Yes,0
CF-10745,Male,0,26,Two year,Bank transfer,39.44,1069.85,No,Yes,No,No,0
CF-10746,Female,0,38,Month-to-month,Bank transfer,37.63,1367.54,DSL,No,Yes,Yes,1
CF-10747,Male,0,22,Two year,Mailed check,18.0,416.34,No,No,No,No,0
CF-10748,Male,0,22,Month-to-month,Electronic check,40.87,801.14,DSL,No,Yes,Yes,1
CF-10749,Female,0,11,Two year,Bank transfer,24.66,277.48,No,No,Yes,Yes,0
CF-10750,Female,0,70,Two year,Electronic check,83.43,5556.15,Fiber optic,Yes,Yes,Yes,0
CF-10751,Male,0,10,Month-to-month,Credit card,80.59,833.16,Fiber optic,Yes,Yes,No,1
CF-10752,Male,0,6,One year,Bank transfer,43.72,259.48,DSL,No,No,Yes,0
CF-10753,Male,0,68,Two year,Electronic check,70.85,4614.87,Fiber optic,No,No,Yes,0
CF-10754,Male,0,40,Two year,Bank transfer,21.38,826.81,No,No,No,Yes,0
CF-10755,Female,1,31,Two year,Mailed check,64.02,1863.51,DSL,Yes,No,No,0
CF-10756,Female,0,53,One year,Electronic check,18.0,992.41,No,No,No,No,0
CF-10757,Male,0,27,Month-to-month,Credit card,81.12,2030.53,Fiber optic,No,Yes,Yes,0
CF-10758,Male,1,9,Two year,Bank transfer,66.42,582.22,DSL,Yes,Yes,Yes,0
CF-10759,Female,1,53,One year,Bank transfer,52.35,2804.28,DSL,Yes,Yes,No,0
CF-10760,Female,0,12,One year,Credit card,80.24,1046.47,Fiber optic,Yes,Yes,Yes,0
CF-10761,Female,0,40,Month-to-month,Mailed check,55.32,2189.44,DSL,No,No,Yes,0
CF-10762,Female,0,69,One year,Mailed check,38.14,2567.05,DSL,No,No,Yes,0
CF-10763,Male,0,68,Month-to-month,Electronic check,22.8,1560.35,No,No,No,Yes,0
CF-10764,Female,1,26,One year,Electronic check,44.64,1004.64,DSL,Yes,No,No,0
CF-10765,Female,0,56,Month-to-month,Mailed check,61.17,3144.91,Fiber optic,No,Yes,No,1
CF-10766,Female,0,44,One year,Mailed check,45.63,1942.42,DSL,No,No,Yes,0
CF-10767,Male,0,34,Two year,Bank transfer,35.63,1147.48,DSL,No,Yes,No,0
CF-10768,Female,0,10,Month-to-month,Mailed check,77.89,696.3,Fiber optic,No,Yes,Yes,1
CF-10769,Female,0,27,Month-to-month,Bank transfer,95.04,2672.49,Fiber optic,Yes,Yes,No,1
CF-10770,Male,0,47,Month-to-month,Credit card,101.69,4806.13,Fiber optic,Yes,Yes,Yes,0
CF-10771,Female,0,72,Two year,Credit card,78.84,5667.49,Fiber optic,No,No,No,0
CF-10772,Female,0,0,One year,Electronic check,56.17,53.27,DSL,No,Yes,No,0
CF-10773,Female,1,52,Month-to-month,Credit card,81.59,4220.46,Fiber optic,No,Yes,No,0
CF-10774,Female,0,61,Month-to-month,Credit card,43.55,2711.98,DSL,No,No,Yes,0
CF-10775,Female,0,69,Month-to-month,Electronic check,67.68,4549.0,Fiber optic,Yes,No,No,1
CF-10776,Male,0,30,Month-to-month,Electronic check,68.64,2093.54,DSL,Yes,No,No,0
CF-10777,Male,0,8,Two year,Electronic check,68.56,516.8,Fiber optic,No,No,Yes,0
CF-10778,Male,0,19,One year,Bank transfer,42.44,803.01,No,Yes,No,Yes,0
CF-10779,Male,0,62,Month-to-month,Mailed check,82.83,5436.14,Fiber optic,No,Yes,No,1
CF-10780,Female,0,64,Two year,Mailed check,45.22,3079.07,DSL,Yes,Yes,No,0
CF-10781,Male,1,46,Month-to-month,Bank transfer,87.81,4320.62,Fiber optic,Yes,Yes,No,0
CF-10782,Female,0,8,Two year,Electronic check,97.2,783.15,Fiber optic,No,Yes,Yes,0
CF-10783,Female,1,8,Month-to-month,Mailed check,67.82,538.16,DSL,Yes,No,No,0
CF-10784,Male,0,34,One year,Credit card,18.39,602.17,No,No,No,Yes,0
CF-10785,Female,0,42,Two year,Credit card,18.0,666.45,No,No,No,Yes,0
CF-10786,Male,0,2,Month-to-month,Bank transfer,78.9,143.49,Fiber optic,No,No,No,1
CF-10787,Female,1,50,One year,Electronic check,76.51,3748.67,Fiber optic,No,No,No,0
CF-10788,Female,0,39,Two year,Electronic check,57.8,2217.01,DSL,No,No,No,0
CF-10789,Female,0,0,Month-to-month,Electronic check,53.66,57.67,DSL,No,No,Yes,0
CF-10790,Female,0,6,Month-to-month,Mailed check,69.77,447.46,Fiber optic,Yes,No,Yes,1
CF-10791,Female,1,33,One year,Electronic check,58.13,1820.09,DSL,Yes,Yes,No,1
CF-10792,Male,0,52,Month-to-month,Credit card,45.39,2452.57,DSL,No,No,Yes,1
CF-10793,Female,0,60,Month-to-month,Bank transfer,47.33,2730.12,DSL,No,Yes,No,0
CF-10794,Female,0,31,Month-to-month,Mailed check,80.24,2564.44,Fiber optic,No,No,No,1
CF-10795,Female,0,21,One year,Electronic check,88.79,1936.12,Fiber optic,No,Yes,No,1
CF-10796,Male,0,70,Month-to-month,Mailed check,86.8,6468.06,Fiber optic,No,No,No,0
CF-10797,Male,0,33,Month-to-month,Mailed check,47.25,1497.57,DSL,Yes,Yes,Yes,1
CF-10798,Male,1,23,Two year,Bank transfer,77.47,1872.43,Fiber optic,No,Yes,Yes,0
CF-10799,Female,0,32,Month-to-month,Electronic check,49.96,1403.09,DSL,Yes,No,No,1
CF-10800,Female,1,0,Two year,Credit card,38.86,41.49,DSL,Yes,Yes,Yes,0
CF-10801,Female,0,22,Month-to-month,Electronic check,46.02,1000.8,DSL,No,No,No,0
CF-10802,Male,0,37,Two year,Electronic check,94.6,3464.42,Fiber optic,No,Yes,Yes,0
CF-10803,Female,0,67,One year,Credit card,69.59,4045.93,Fiber optic,Yes,Yes,No,0
CF-10804,Male,0,53,Month-to-month,Electronic check,46.78,2396.73,DSL,No,Yes,Yes,1
CF-10805,Male,0,57,Two year,Electronic check,46.49,2838.95,DSL,No,No,No,0
CF-10806,Female,0,39,Month-to-month,Bank transfer,25.59,962.48,No,No,No,Yes,0
CF-10807,Male,0,8,Month-to-month,Mailed check,69.34,572.92,Fiber optic,No,Yes,No,1
CF-10808,Male,0,28,Month-to-month,Electronic check,18.0,500.0,No,Yes,Yes,No,1
CF-10809,Female,0,72,One year,Electronic check,65.59,4976.36,Fiber optic,No,No,Yes,0
CF-10810,Male,0,3,Month-to-month,Electronic check,96.98,291.37,Fiber optic,Yes,No,Yes,1
CF-10811,Male,1,64,Month-to-month,Mailed check,76.16,4552.99,Fiber optic,Yes,Yes,Yes,0
CF-10812,Male,0,49,Month-to-month,Electronic check,49.5,2409.46,DSL,Yes,Yes,Yes,0
CF-10813,Male,1,20,Month-to-month,Bank transfer,103.94,2257.73,Fiber optic,Yes,Yes,No,0
CF-10814,Male,0,56,Month-to-month,Credit card,71.39,4077.23,Fiber optic,No,Yes,No,0
CF-10815,Female,0,61,Month-to-month,Electronic check,57.08,3422.73,DSL,Yes,No,Yes,1
CF-10816,Male,0,3,Month-to-month,Electronic check,56.57,190.98,DSL,No,No,Yes,1
CF-10817,Female,0,7,Month-to-month,Electronic check,94.14,698.22,Fiber optic,Yes,No,No,1
CF-10818,Female,0,48,One year,Electronic check,73.02,3641.67,Fiber optic,Yes,No,No,0
CF-10819,Male,0,72,Month-to-month,Electronic check,40.58,2948.17,DSL,No,Yes,Yes,0
CF-10820,Female,0,1,One year,Bank transfer,80.72,83.45,Fiber optic,No,No,Yes,0
CF-10821,Female,0,48,Month-to-month,Mailed check,95.36,4740.98,Fiber optic,No,Yes,Yes,0
CF-10822,Male,0,9,Month-to-month,Mailed check,40.15,310.41,DSL,No,Yes,No,0
CF-10823,Female,0,47,Month-to-month,Bank transfer,80.56,3838.18,Fiber optic,Yes,No,No,0
CF-10824,Male,0,45,Month-to-month,Credit card,50.78,2240.2,DSL,No,Yes,No,1
CF-10825,Male,0,6,Month-to-month,Electronic check,83.58,481.43,Fiber optic,No,No,No,1
CF-10826,Female,1,49,Two year,Electronic check,91.12,4367.87,Fiber optic,Yes,No,No,1
CF-10827,Female,0,65,Month-to-month,Credit card,70.38,4101.9,Fiber optic,No,No,Yes,0
CF-10828,Female,0,63,Month-to-month,Electronic check,73.21,4066.71,Fiber optic,No,No,Yes,1
CF-10829,Male,0,2,One year,Bank transfer,79.94,170.24,Fiber optic,No,Yes,Yes,0
CF-10830,Male,0,17,Month-to-month,Bank transfer,89.36,1546.05,Fiber optic,No,Yes,No,0
CF-10831,Male,0,17,Month-to-month,Mailed check,20.85,299.59,No,No,No,Yes,1
CF-10832,Male,0,33,Month-to-month,Electronic check,29.8,939.56,No,Yes,No,Yes,0
CF-10833,Male,0,10,Month-to-month,Electronic check,68.77,717.16,Fiber optic,No,No,No,1
CF-10834,Male,0,62,Month-to-month,Mailed check,70.77,4270.14,DSL,Yes,Yes,Yes,0
CF-10835,Male,0,56,One year,Mailed check,55.39,3302.53,DSL,Yes,Yes,Yes,0
CF-10836,Female,0,59,Two year,Bank transfer,63.7,3957.43,DSL,Yes,Yes,No,0
CF-10837,Male,0,14,Month-to-month,Bank transfer,78.27,995.62,Fiber optic,No,No,No,0
CF-10838,Male,1,1,One year,Credit card,78.77,77.3,Fiber optic,No,No,Yes,0
CF-10839,Female,0,66,One year,Credit card,64.5,4099.98,Fiber optic,No,No,Yes,0
CF-10840,Female,0,21,Month-to-month,Bank transfer,58.64,1116.48,Fiber optic,No,Yes,No,0
CF-10841,Male,0,47,One year,Electronic check,89.27,3787.63,Fiber optic,No,No,No,0
CF-10842,Male,0,66,One year,Mailed check,23.7,1472.91,No,No,Yes,No,0
CF-10843,Female,0,2,Two year,Bank transfer,31.86,60.63,No,Yes,Yes,Yes,0
CF-10844,Female,0,0,Two year,Bank transfer,66.76,67.23,Fiber optic,No,Yes,Yes,1
CF-10845,Female,0,0,Month-to-month,Electronic check,45.87,48.29,DSL,Yes,No,Yes,0
CF-10846,Female,0,11,Month-to-month,Bank transfer,94.56,1061.81,Fiber optic,Yes,No,Yes,1
CF-10847,Male,0,3,Month-to-month,Mailed check,69.66,216.3,DSL,Yes,Yes,No,1
CF-10848,Male,0,59,Month-to-month,Electronic check,48.41,2781.94,DSL,Yes,No,No,0
CF-10849,Male,0,44,Month-to-month,Credit card,84.04,3794.57,Fiber optic,No,No,No,1
CF-10850,Male,0,71,Two year,Mailed check,24.71,1721.25,No,No,Yes,Yes,0
CF-10851,Male,0,58,Month-to-month,Mailed check,28.92,1616.16,No,Yes,Yes,Yes,0
CF-10852,Male,0,70,Month-to-month,Mailed check,63.67,4919.64,DSL,No,No,No,1
CF-10853,Female,0,17,Two year,Mailed check,49.92,721.49,DSL,Yes,No,Yes,0
CF-10854,Female,0,21,Month-to-month,Electronic check,65.17,1201.06,DSL,Yes,No,Yes,1
CF-10855,Female,0,62,Month-to-month,Bank transfer,88.43,5553.73,Fiber optic,Yes,Yes,Yes,1
CF-10856,Male,1,17,Two year,Electronic check,84.85,1405.09,Fiber optic,Yes,No,Yes,0
CF-10857,Male,0,4,Month-to-month,Bank transfer,66.35,239.86,DSL,Yes,No,Yes,1
CF-10858,Female,0,48,Month-to-month,Electronic check,87.61,3897.13,Fiber optic,Yes,Yes,Yes,0
CF-10859,Female,0,58,Month-to-month,Credit card,53.13,2879.81,DSL,Yes,Yes,No,1
CF-10860,Female,0,70,Two year,Bank transfer,97.41,7115.59,Fiber optic,Yes,No,Yes,0
CF-10861,Female,0,67,Month-to-month,Mailed check,89.24,6354.24,Fiber optic,No,Yes,Yes,0
CF-10862,Male,1,8,Month-to-month,Electronic check,95.82,834.3,Fiber optic,Yes,No,Yes,1
CF-10863,Female,1,56,Month-to-month,Mailed check,18.0,901.82,No,Yes,No,Yes,0
CF-10864,Male,0,61,Month-to-month,Bank transfer,81.96,4539.46,Fiber optic,No,Yes,Yes,0
CF-10865,Male,0,50,Two year,Bank transfer,86.91,3927.73,Fiber optic,Yes,No,Yes,0
CF-10866,Male,0,59,Month-to-month,Bank transfer,77.69,4892.34,Fiber optic,No,No,Yes,0
CF-10867,Male,1,61,Two year,Credit card,59.49,3683.44,DSL,Yes,No,Yes,0
CF-10868,Female,0,32,Month-to-month,Mailed check,25.35,806.99,No,No,No,No,1
CF-10869,Male,0,2,Month-to-month,Bank transfer,84.1,168.84,Fiber optic,No,No,Yes,1
CF-10870,Male,0,33,Two year,Mailed check,20.59,670.36,No,No,Yes,Yes,0
CF-10871,Male,0,14,Month-to-month,Bank transfer,91.48,1181.76,Fiber optic,No,No,No,1
CF-10872,Female,0,8,Month-to-month,Mailed check,54.01,441.06,DSL,No,No,No,1
CF-10873,Female,0,9,Two year,Bank transfer,89.88,791.8,Fiber optic,Yes,No,No,0
CF-10874,Male,0,50,Month-to-month,Electronic check,58.44,2682.34,DSL,Yes,No,Yes,0
CF-10875,Female,0,36,Month-to-month,Electronic check,57.42,2117.68,DSL,No,Yes,No,1
CF-10876,Male,0,39,Two year,Electronic check,63.2,2377.18,DSL,Yes,No,Yes,0
CF-10877,Female,0,54,Month-to-month,Credit card,83.99,4552.01,Fiber optic,Yes,Yes,No,0
